"maxO3";"T6";"T9";"T12";"T15";"T18";"Ne6";"Ne9";"Ne12";"Ne15";"Ne18";"Vdir6";"Vvit6";"Vdir9";"Vvit9";"Vdir12";"Vvit12";"Vdir15";"Vvit15";"Vdir18";"Vvit18";"Vx";"maxO3v"
"19970522";NA;12;14.2;16.6;17.9;17.7;8;7;7;7;7;270;1;200;2;260;1;260;1;210;2;-0.9848;NA
"19970523";NA;12;17.4;19.9;20.4;19;7;4;5;7;5;110;2;100;5;110;5;90;6;90;6;4.6985;NA
"19970524";NA;10.7;14.6;19.1;20.1;18.3;7;5;7;6;7;70;6;60;6;80;8;90;8;70;7;7.8785;NA
"19970525";NA;10.9;16.3;20.5;22.7;21.2;5;1;2;2;1;60;5;60;6;80;7;70;7;70;7;6.8937;NA
"19970526";NA;12.3;18.9;22.9;24.7;23.7;2;4;5;1;1;70;2;70;6;100;6;100;6;70;5;5.9088;NA
"19970527";NA;14.5;20.3;23.8;24.8;23.1;1;0;0;1;1;80;3;100;6;80;7;90;7;70;5;6.8937;NA
"19970528";NA;10.8;15.5;19.6;21.7;20.1;0;0;1;0;1;80;5;80;8;90;8;90;7;90;7;8;NA
"19970529";NA;12.8;17.9;23.5;25.5;24.3;1;1;1;1;1;80;5;100;6;80;8;100;8;90;5;7.8785;NA
"19970530";NA;14.3;21.8;25.3;27.5;25.9;6;6;7;4;3;100;3;110;7;100;7;90;8;100;6;6.8937;NA
"19970531";NA;15.8;21;24.8;26;23.8;2;2;2;2;1;70;6;80;8;70;10;90;9;70;9;9.3969;NA
"19970601";NA;13.1;16.8;19.7;20;16.9;1;1;1;1;6;60;8;80;10;70;9;70;10;30;10;8.4572;NA
"19970602";76.2;9.9;15.8;19.4;20.8;19.2;1;1;3;4;1;10;2;150;1;170;3;150;3;230;5;0.5209;NA
"19970603";72.6;10.2;15.9;19.2;20.7;19.5;1;4;3;4;1;220;2;220;2;220;3;240;5;230;2;-1.9284;76.2
"19970604";79.2;10.9;20.3;22.6;24.9;24.4;2;7;7;5;5;0;0;110;3;130;3;100;3;70;3;2.2981;72.6
"19970605";80;17.7;20.2;21;18.5;18;6;7;7;6;7;110;3;150;4;140;5;210;9;200;6;3.2139;79.2
"19970606";73.4;16.6;20.6;24.7;27.8;25.8;7;8;6;4;7;160;5;200;6;180;8;200;10;210;7;0;80
"19970607";55.4;17;18.8;20.1;22.8;21.9;8;7;7;6;2;180;4;200;6;240;8;220;5;260;4;-6.9282;73.4
"19970608";58.2;15.6;13.4;18.4;21.4;19.9;2;7;6;3;2;200;5;260;6;260;5;240;7;240;5;-4.924;55.4
"19970609";70.2;12.8;15.9;21.2;23;23.1;9;6;7;6;6;170;1;110;2;120;3;100;3;100;4;2.5981;58.2
"19970610";81.6;18.5;20.3;19.9;23.1;23.5;7;8;8;7;8;90;5;120;5;120;5;140;4;170;4;4.3301;70.2
"19970611";73;16.2;19;17.6;21.7;19.3;8;7;8;6;6;100;2;180;2;220;3;230;7;230;6;-1.9284;81.6
"19970612";96;15.9;17.5;20.8;21;19.6;8;7;7;6;6;210;3;220;5;260;5;230;8;230;5;-4.924;73
"19970613";97.8;15.9;18.3;17.6;16.9;17.6;7;7;8;8;8;210;3;220;4;240;4;210;4;240;3;-3.4641;96
"19970614";67.6;13.8;16.4;19.1;17.8;17.2;7;7;7;7;6;250;3;280;5;270;4;310;3;10;3;-4;97.8
"19970615";59.8;13;17.4;19.8;20.9;19.1;6;6;7;5;7;290;1;230;1;190;2;20;2;30;4;-0.3473;67.6
"19970616";63.8;14.1;18.8;20.2;14.1;16;6;6;7;7;7;30;2;40;1;320;3;340;6;340;3;-1.9284;59.8
"19970617";68.4;13.6;16.7;19.1;19.2;20.2;7;7;7;6;2;360;3;10;4;40;4;20;6;10;4;2.5712;63.8
"19970618";72.8;9.8;15.5;21.4;19.7;19.1;9;1;1;8;6;0;0;230;1;260;1;300;4;230;1;-0.9848;68.4
"19970619";62.6;12.2;15.8;16.4;15.2;15.9;8;6;8;8;7;210;1;290;4;290;5;260;7;240;6;-4.6985;72.8
"19970620";57.6;12.4;14.9;14.9;15.8;16.7;7;8;8;8;7;190;4;200;6;220;7;210;8;240;6;-4.4995;62.6
"19970621";57.4;13;16.7;14;16.9;15;5;7;6;5;7;240;4;230;6;270;5;230;7;260;5;-5;57.6
"19970622";62.2;11.4;16.3;15.6;15.2;16.8;2;5;7;7;6;260;4;290;5;300;8;270;3;290;6;-6.9282;57.4
"19970623";74.4;12.7;16.5;15.3;17.2;16.1;6;8;8;7;7;290;4;290;5;310;8;330;7;340;5;-6.1284;62.2
"19970624";70.2;13.2;15.5;17.7;17.9;17.6;8;8;8;7;7;280;3;290;3;310;3;330;3;250;2;-2.2981;74.4
"19970625";75.4;12.4;13.7;14.6;18.2;16.2;8;8;8;7;7;210;4;200;7;200;9;270;5;270;6;-3.0782;70.2
"19970626";NA;13.6;13.8;14.6;13.9;11.6;8;8;8;7;8;300;5;290;6;290;7;320;10;290;5;-6.5778;75.4
"19970627";NA;12.9;13.8;13.9;14.1;13.3;8;8;8;8;8;350;4;330;5;300;4;340;7;320;5;-3.4641;NA
"19970628";NA;13.2;15.5;16.5;15.6;16.2;7;7;7;7;4;360;2;40;3;340;4;10;4;10;3;-1.3681;NA
"19970629";NA;12.1;13.7;15.2;14.8;14.4;8;8;8;8;8;10;2;10;2;360;5;350;5;340;4;0;NA
"19970630";NA;13;14.2;16;16.4;13.6;8;8;8;8;8;290;3;320;3;340;5;320;5;260;1;-1.7101;NA
"19970701";51.6;11.3;12.6;17.6;18.7;16.7;7;7;7;7;5;250;3;230;2;220;5;230;5;310;2;-3.2139;NA
"19970702";61.8;10.8;13.7;18.5;16.2;15.8;7;7;5;7;6;290;1;260;1;250;6;240;7;260;5;-5.6382;51.6
"19970703";60.6;11.7;15.1;14.1;15.8;17;5;7;7;7;6;210;4;240;5;240;4;240;5;230;5;-3.4641;61.8
"19970704";76.4;11.1;15.5;17;15.7;17.4;6;5;7;7;1;250;1;280;3;290;5;290;3;340;6;-4.6985;60.6
"19970705";92.4;13.2;16.8;19.6;20.9;19.7;1;3;5;3;0;320;3;330;5;340;4;350;4;20;6;-1.3681;76.4
"19970706";99.2;10.8;16.2;21.2;23.2;23.1;0;1;1;1;1;0;0;40;2;330;2;10;3;30;5;-1;92.4
"19970707";87.4;12.2;19;24.8;25.6;23.4;6;1;3;5;3;10;1;330;1;30;3;50;4;40;6;1.5;99.2
"19970708";96.2;15.2;23.1;26;27.3;26.8;0;2;2;3;1;0;0;100;4;70;5;80;6;90;5;4.6985;87.4
"19970709";89.4;17;22.7;25;26.3;25.6;0;0;1;2;2;20;2;60;6;70;6;60;5;70;6;5.6382;96.2
"19970710";100.2;16.3;20.8;23.2;25.1;24.1;5;0;1;1;1;350;2;20;4;340;3;330;4;360;4;-1.0261;89.4
"19970711";94.6;14.2;18.2;22.8;19.9;20.3;9;2;6;8;5;330;2;350;4;320;2;20;5;40;3;-1.2856;100.2
"19970712";71.4;15.9;20.2;22.6;23.2;22.1;2;5;3;7;7;270;1;270;2;280;2;260;4;270;4;-1.9696;94.6
"19970713";76.8;15.8;20.6;24;24.9;24.2;5;6;6;7;6;190;2;280;1;270;3;230;3;260;5;-3;71.4
"19970714";67.8;15.3;17.5;19.8;22;19.6;2;7;6;5;4;320;3;330;3;340;3;30;3;350;5;-1.0261;76.8
"19970715";65.6;13.1;19.5;23.5;23.7;24.7;1;4;7;7;3;220;2;260;2;240;3;280;2;220;1;-2.5981;67.8
"19970716";67.4;16.7;17.3;20.6;20.2;17.8;7;8;5;4;8;360;3;30;4;10;4;360;7;10;7;0.6946;65.6
"19970717";66.8;15.7;18.1;19.7;22;20.1;8;8;7;6;7;350;4;350;3;310;5;350;8;330;5;-3.8302;67.4
"19970718";80.2;14.6;16.8;20.3;20.9;20.1;4;7;5;4;0;330;3;350;5;350;5;350;6;350;5;-0.8682;66.8
"19970719";99.2;12.9;19.6;22.8;24.3;23.1;1;5;4;3;2;300;2;20;3;40;3;30;2;20;6;1.9284;80.2
"19970720";99;12.1;20.7;23.9;25.3;24.4;2;3;6;6;5;330;1;60;4;70;4;60;5;50;5;3.7588;99.2
"19970721";98.6;13.9;21.2;24.2;26.2;25.1;3;3;3;3;5;30;2;80;4;70;4;80;6;60;5;3.7588;99
"19970722";109.2;13.4;23.2;26.3;27.3;25.7;1;2;4;3;2;310;1;80;3;70;5;80;4;40;4;4.6985;98.6
"19970723";135.6;14.2;22.2;26.7;27.6;24.5;1;4;5;3;1;310;2;360;2;10;3;360;5;360;6;0.5209;109.2
"19970724";124.8;13.2;20;24.5;21.8;20.3;7;7;7;8;7;300;2;320;1;250;5;260;5;240;5;-4.6985;135.6
"19970725";40.2;15.1;15.1;21.1;22.9;21.8;8;8;8;7;7;240;3;190;4;240;5;280;6;280;5;-4.3301;124.8
"19970726";39.4;16.5;19.5;23;24.7;23.3;7;7;7;7;8;170;1;220;4;240;4;260;6;260;5;-3.4641;40.2
"19970727";74.8;18.2;18.9;23;24.5;22.9;7;7;5;3;1;330;1;360;3;320;3;360;5;30;5;-1.9284;39.4
"19970728";90.2;13;20.2;24.7;27.2;24;1;2;3;5;6;340;1;50;2;340;2;350;2;40;6;-0.684;74.8
"19970729";112;14.5;22.8;28.4;30;27.8;5;4;2;6;5;0;0;120;3;160;3;240;4;230;4;1.0261;90.2
"19970730";77.2;15.3;19.6;21.8;23.6;20;6;8;6;3;6;210;1;330;5;10;4;350;5;10;6;0.6946;112
"19970731";67;12.2;17.7;20.8;23.2;19.9;6;7;7;6;7;250;1;300;4;320;4;330;4;20;6;-2.5712;77.2
"19970801";74.6;13.2;18.3;21.5;25.3;23.6;7;7;2;1;2;290;3;300;3;310;3;310;3;30;6;-2.2981;67
"19970802";37.4;18.2;19.3;21.7;24;24;8;8;7;8;7;300;1;340;1;30;2;20;2;30;2;1;74.6
"19970803";88.8;18.3;21.7;27.6;30.1;29.4;7;7;5;6;2;20;2;110;1;110;2;190;3;240;4;1.8794;37.4
"19970804";71.2;17.4;22.1;23.2;24.7;23.6;3;2;7;7;6;0;0;290;2;200;3;180;3;190;2;-1.0261;88.8
"19970805";49.8;18.4;19.6;23.1;21.3;22.9;8;7;7;7;7;340;3;310;1;260;2;110;1;40;1;-1.9696;71.2
"19970806";87.4;16.7;20.2;24.8;26.6;26.2;6;2;3;3;4;270;1;310;2;280;2;130;1;250;2;-1.9696;49.8
"19970807";82.6;19.6;23.6;24.1;26.4;24.8;5;7;8;4;6;100;1;110;2;160;2;70;3;360;5;0.684;87.4
"19970808";114.6;16.6;19.7;26.8;29.9;27.1;9;2;1;3;0;10;2;350;3;20;2;50;3;40;5;0.684;82.6
"19970809";121.8;17.3;24.4;29.1;31.2;29.3;1;2;5;6;4;360;2;60;1;70;2;50;5;40;5;1.8794;114.6
"19970810";142.8;17.5;25.1;31.4;22.7;22.5;4;6;7;7;7;330;1;50;2;110;5;320;5;60;3;4.6985;121.8
"19970811";95.4;19.5;20;21.8;24.3;25.8;8;8;8;6;2;230;2;330;1;310;4;320;3;0;0;-3.0642;142.8
"19970812";131.8;16.5;19;25.8;29.2;28.7;9;3;3;4;2;30;1;340;1;330;1;220;1;50;2;-0.5;95.4
"19970813";84;17.4;22.4;25.2;27.5;24.1;3;4;3;1;1;220;1;240;3;290;3;300;4;20;5;-2.8191;131.8
"19970814";102.6;15.7;21.4;26.5;27.9;25;2;5;1;2;7;10;2;70;2;290;1;30;2;30;5;-0.9397;84
"19970815";134.4;18;23;28.5;29.8;28.1;6;3;7;2;3;30;3;70;3;80;4;90;4;150;4;3.9392;102.6
"19970816";119.4;18.8;24.4;28.7;30.1;20.2;1;4;5;6;5;0;0;140;2;180;1;130;1;170;1;0;134.4
"19970817";87.6;17.5;18.3;21;22.8;23.3;8;8;8;7;1;350;3;330;2;300;1;10;1;30;3;-0.866;119.4
"19970818";108;17.1;20.2;25.1;26.7;26;5;3;3;5;5;20;2;40;2;40;2;360;2;340;3;1.2856;87.6
"19970819";114;18.4;22.2;27;29;21.8;7;7;7;3;7;0;0;100;1;340;1;310;2;120;6;-0.342;108
"19970820";113.8;19.4;25.3;29.4;31.4;30.2;6;3;2;4;2;160;1;180;1;120;1;40;2;250;1;0.866;114
"19970821";83;17.1;20.9;24.6;27.9;27.2;3;4;3;2;4;300;2;340;3;310;2;270;1;360;2;-1.5321;113.8
"19970822";122;16;21.5;26.2;29.1;27.2;3;3;2;3;1;320;2;360;1;330;2;300;2;30;5;-1;83
"19970823";89.8;19;20.7;24;28.4;27.9;9;7;5;1;1;40;1;270;2;210;4;220;3;240;2;-2;122
"19970824";92.8;18.5;19.7;26.1;27.2;26.2;8;7;7;7;5;250;1;310;1;230;1;240;1;330;2;-0.766;89.8
"19970825";61.6;18.6;19.6;19.4;20.7;20.1;8;8;7;7;5;10;3;320;3;350;3;340;6;20;4;-0.5209;92.8
"19970826";74.6;12.1;16.7;20.9;22;21.4;7;7;6;7;5;320;1;160;2;170;1;130;3;180;4;0.1736;61.6
"19970827";55.8;16.9;17.7;17.5;22.4;20.9;8;7;7;5;3;190;6;180;5;220;3;230;6;240;4;-1.9284;74.6
"19970828";59.6;13.3;17.3;16.8;19;17.6;3;4;7;5;6;220;4;240;6;250;8;260;9;290;7;-7.5175;55.8
"19970829";56.4;13.9;18.1;20.9;20;17.4;4;6;6;7;7;250;5;260;6;260;7;240;7;200;4;-6.8937;59.6
"19970830";44.8;18.8;19.6;20.3;21.8;20.6;8;8;8;6;7;240;5;240;5;260;5;250;5;220;4;-4.924;56.4
"19970831";70.6;17.7;21.3;23.5;23.8;19.9;5;5;4;4;3;130;4;190;6;240;7;240;8;240;5;-6.0622;44.8
"19970901";62.2;12.5;15.2;19.6;20.9;19.4;6;7;7;4;2;0;0;330;3;200;1;360;2;30;3;-0.342;70.6
"19970902";62.6;10.5;16.8;21.5;22.6;20.6;0;1;3;4;1;0;0;180;1;250;4;230;5;240;3;-3.7588;62.2
"19970903";65.8;12.1;18.3;22.6;23.6;20.4;2;6;6;6;7;170;2;210;5;210;5;220;6;200;4;-2.5;62.6
"19970904";52;17.9;17;17.1;18.3;18.5;8;8;8;7;6;220;3;20;3;350;5;40;3;30;2;-0.8682;65.8
"19970905";57;12.4;16;18.6;17.9;17.8;7;7;7;7;4;10;1;10;1;360;3;350;4;10;2;0;52
"19970906";69;9.4;16.6;19.4;20.6;18.2;1;3;4;4;1;220;1;330;3;330;4;350;4;10;4;-2;57
"19970907";61;10;16.3;19.2;20.4;18.2;7;7;7;7;1;0;0;340;3;340;1;320;4;340;4;-0.342;69
"19970908";61;11.5;15;19;20.6;18.5;7;7;8;1;1;0;0;290;1;10;3;20;5;10;5;0.5209;61
"19970909";60.2;10.1;14;17.7;20.7;18.2;7;8;8;2;4;0;0;330;1;40;4;40;6;20;4;2.5712;61
"19970910";83.8;10;16.3;21.4;23.7;21;1;1;1;0;0;80;2;90;5;100;5;90;4;90;3;4.924;60.2
"19970911";90.4;10.4;16.7;22.2;23.9;20.2;4;4;4;3;6;120;2;210;3;270;4;230;5;240;4;-4;83.8
"19970912";60.8;14.6;16.4;18;18.3;17;7;7;7;7;7;210;3;210;3;220;5;280;6;330;4;-3.2139;90.4
"19970913";62.6;8.5;14.4;16.8;17.7;15.1;1;2;4;4;1;250;3;320;5;360;8;10;5;20;4;0;60.8
"19970914";74;7.6;12.6;17.9;19.7;17.4;7;6;6;1;0;0;0;60;1;80;2;70;2;90;2;1.9696;62.6
"19970915";82;6.5;14.9;20.3;21.4;18.8;1;4;4;6;7;140;1;160;2;110;3;80;2;60;2;2.8191;74
"19970916";98.4;6.4;15.5;23.1;24.4;21.5;2;5;6;7;5;0;0;170;1;180;4;240;4;230;2;0;82
"19970917";115.4;8.1;15;24.8;27.4;25.5;5;1;1;1;1;320;1;0;0;160;2;190;3;250;1;0.684;98.4
"19970918";111.4;12.9;21.3;28.2;29.7;26.9;1;1;1;1;1;0;0;200;3;210;4;200;4;190;1;-2;115.4
"19970919";129;13.1;22.2;28.9;30;26.3;1;1;1;1;3;170;1;140;2;130;3;110;3;70;3;2.2981;111.4
"19970920";118.6;16.9;21.3;25.4;26.2;22.5;2;1;1;1;1;40;2;90;4;90;6;110;6;90;4;6;129
"19970921";106.6;12.6;17.2;23.1;24.9;21.6;6;5;1;3;5;100;2;110;3;120;3;110;1;90;2;2.5981;118.6
"19970922";111.6;14.6;15.7;22.5;25;21.6;7;7;6;1;3;120;2;120;2;140;2;110;2;90;3;1.2856;106.6
"19970923";128.2;11.4;18.4;23.6;25;21.9;2;2;1;1;1;0;0;90;3;70;4;70;5;60;3;3.7588;111.6
"19970924";121.6;9;17.7;24.6;25.8;22;1;1;1;3;5;300;1;90;4;100;5;90;4;70;3;4.924;128.2
"19970925";118.6;9.6;17.4;23.5;27;23;1;1;0;1;1;320;1;100;3;70;3;120;3;70;2;2.8191;121.6
"19970926";122.4;9.5;15.9;23.4;25.4;20.9;0;0;0;2;2;10;2;20;2;50;2;50;3;20;3;1.5321;118.6
"19970927";139.8;8.1;11.6;22.3;24.3;20.3;2;4;6;6;3;300;1;310;2;340;2;340;2;20;4;-0.684;122.4
"19970928";132;13.9;14.1;19.3;23.5;20.5;9;7;0;1;2;10;2;350;2;20;2;30;1;40;3;0.684;139.8
"19970929";140.8;9.6;13.2;25.9;27.4;23.4;3;6;4;1;5;340;1;340;2;110;1;300;1;60;2;0.9397;132
"19970930";121.8;10.9;13.8;24.3;26.5;22.2;9;3;0;0;1;300;1;330;1;360;1;360;3;30;3;0;140.8
"19980401";NA;11.1;13.7;17.1;16.6;13.3;5;7;5;6;6;210;4;220;5;230;7;240;8;220;5;-5.3623;66.8
"19980402";NA;10.9;12.6;13.5;14;11.4;8;7;7;7;8;170;4;240;6;250;6;220;8;180;8;-5.6382;NA
"19980403";90;9.2;10.5;11.7;12.1;11.6;8;7;8;8;6;220;8;220;12;220;11;210;9;220;10;-7.0707;NA
"19980404";86.4;10.2;11.3;13.8;12.1;10.1;7;6;5;6;7;240;8;240;7;240;9;240;7;240;7;-7.7942;90
"19980405";85.2;7;10;13.4;13.6;9.6;3;8;6;5;6;210;4;230;7;230;11;250;7;260;5;-8.4265;86.4
"19980406";89;6.9;9.9;13;13.5;11.7;5;6;6;6;5;210;4;220;5;240;5;250;6;220;6;-4.3301;85.2
"19980407";89.4;6;10.2;14.2;8.9;9.5;6;5;5;7;7;270;1;280;3;270;5;310;4;240;1;-5;89
"19980408";89.4;4;9.2;12.5;12.7;9.6;3;2;4;6;7;260;1;290;1;240;3;140;1;250;5;-2.5981;89.4
"19980409";89.8;4.6;6.8;7.5;11.9;8.1;3;6;6;6;5;200;5;240;4;220;2;160;4;360;1;-1.2856;89.4
"19980410";59.8;4.8;5.1;5.7;6.5;6.5;8;8;8;8;7;70;3;50;3;350;3;290;4;300;6;-0.5209;89.8
"19980411";72.4;5.2;5.9;8.1;6.8;6.3;8;8;7;7;7;310;2;340;2;340;7;20;5;10;7;-2.3941;59.8
"19980412";85;2.4;5.2;6.6;5.7;6;8;4;6;6;5;30;4;310;5;10;5;10;6;330;3;0.8682;72.4
"19980413";NA;1;5.1;3.9;7.2;5.6;3;5;6;6;7;340;2;350;4;100;3;270;4;270;4;2.9544;85
"19980414";74.4;0.8;6.6;9.2;8.4;7.3;5;7;7;8;8;140;1;170;4;190;5;200;5;170;4;-0.8682;NA
"19980415";86.4;3.9;5;8.1;8.9;6.8;7;6;5;3;6;330;4;280;4;310;7;310;8;270;7;-5.3623;74.4
"19980416";80.2;4.3;6.5;8.3;11.1;9.9;8;8;8;6;7;150;4;170;8;160;8;210;7;220;3;2.7362;86.4
"19980417";75.8;4.1;6.1;7.8;8.3;8.4;8;8;8;7;6;330;11;340;6;330;10;340;12;330;5;-5;80.2
"19980418";91.2;3.9;7.5;9.6;9.1;8.7;3;7;7;7;8;280;4;300;4;340;3;330;4;270;2;-1.0261;75.8
"19980419";90.8;5.7;8.5;10.7;13.1;12.7;8;8;8;7;8;160;2;180;6;180;5;220;5;210;5;0;91.2
"19980420";94.2;7.8;11.7;13.2;13.4;12.6;7;7;7;7;7;240;1;270;3;280;4;250;4;230;3;-3.9392;90.8
"19980421";80.4;7.9;13.3;16.7;17.2;16.9;5;5;4;7;7;170;2;180;5;190;5;180;5;150;4;-0.8682;94.2
"19980422";68.2;8.7;13.7;19;19.3;16.6;6;7;5;6;8;0;0;150;2;180;5;170;6;250;5;0;80.4
"19980423";71;9.9;12.6;12;15;14.1;3;8;8;6;1;190;4;210;7;200;9;240;6;280;6;-3.0782;68.2
"19980424";86.2;9.7;13.3;14.2;15.1;14;8;8;8;8;3;200;3;230;5;230;6;240;7;240;4;-4.5963;71
"19980425";94.8;12.4;13.3;12.9;12.4;11;8;8;8;8;7;210;5;220;6;210;6;270;6;230;3;-3;86.2
"19980426";86.8;9;12.1;11.9;13.5;13.1;8;7;7;6;6;210;2;220;5;210;4;190;3;300;5;-2;94.8
"19980427";85.6;5.3;11.1;13.6;11.7;11.4;2;6;6;7;7;220;1;310;3;300;2;300;6;320;4;-1.7321;86.8
"19980428";84.6;5.6;12.1;14.5;14.7;13.2;1;5;6;6;7;210;2;230;4;200;5;200;5;230;5;-1.7101;85.6
"19980429";NA;10.5;10.6;14.2;14;13.5;8;8;6;7;6;150;5;200;4;180;4;160;4;170;3;0;84.6
"19980430";NA;9.7;11.1;14.3;14.7;12.1;8;8;8;8;8;320;2;340;4;100;4;50;6;40;8;3.9392;NA
"19980501";79.6;9.1;9.6;11.4;10.3;9.5;8;8;8;8;8;20;5;20;5;30;6;20;5;360;5;3;NA
"19980502";79.4;9.2;9.8;12.7;11.6;10.5;8;8;7;8;8;350;1;30;3;30;4;360;6;20;5;2;79.6
"19980503";84;7.1;10.8;11;11.8;10.6;3;6;8;7;6;10;3;40;7;30;7;30;9;30;9;3.5;79.4
"19980504";106.6;7.3;10.2;13;14.3;12.8;1;1;3;3;2;20;3;20;6;30;7;20;7;360;6;3.5;84
"19980505";96;8.3;13.1;15.6;17.8;16.1;7;4;2;3;7;290;1;330;6;320;5;310;4;300;5;-3.2139;106.6
"19980506";74.2;10.9;13.1;14.3;14.2;13.8;8;8;7;7;8;230;4;240;6;250;6;250;5;230;6;-5.6382;96
"19980507";105;11.6;13.7;17.6;19.6;19.1;7;6;4;2;0;190;3;220;5;210;5;220;6;210;3;-2.5;74.2
"19980508";115.4;12;17.9;23.8;24.3;23.1;6;5;5;7;4;120;2;140;3;140;4;180;6;170;3;2.5712;105
"19980509";106.4;13.3;15.2;19.8;21.3;17.3;6;6;5;7;1;220;4;0;0;310;2;360;3;30;5;-1.5321;115.4
"19980510";109.8;11.6;19.6;24.2;26.5;24.7;6;3;5;6;7;310;1;120;2;60;3;130;5;170;3;2.5981;106.4
"19980511";121.8;16.4;22.6;26;28;24.5;6;3;2;1;6;350;1;250;1;170;4;170;3;230;5;0.6946;109.8
"19980512";115.4;15.3;21;25.1;26.2;22.3;3;3;2;6;5;240;1;260;1;300;2;300;1;20;4;-1.7321;121.8
"19980513";108.8;13.2;18.6;24.9;22.3;21.7;3;4;6;7;4;320;2;30;2;310;1;20;3;10;3;-0.766;115.4
"19980514";120;12.7;15.4;21.3;24;22.6;9;6;0;0;2;360;3;330;3;30;4;350;5;360;4;2;108.8
"19980515";133.8;15.1;19.1;25.5;25.9;22.5;1;3;0;1;1;70;3;340;3;350;3;340;6;340;4;-0.5209;120
"19980516";144.4;11.2;18.6;24.4;25.5;24;2;0;0;1;0;300;2;340;3;40;4;10;5;10;5;2.5712;133.8
"19980517";142.8;11.3;17.2;23.7;24.1;21.1;0;1;1;2;3;360;3;50;2;80;4;70;4;20;3;3.9392;144.4
"19980518";116.2;12;21.4;24.9;25.8;24.5;0;1;2;2;2;340;1;100;3;90;5;110;4;80;5;5;142.8
"19980519";136.6;11.9;22.3;25.3;25.1;23.2;0;0;3;3;2;300;1;80;4;90;6;60;5;40;6;6;116.2
"19980520";145.8;11.6;18.9;23;23.4;22.9;0;1;5;5;5;300;2;20;3;30;5;30;6;30;6;2.5;136.6
"19980521";117.6;12;19.5;23.5;22.8;20;1;1;1;2;6;260;1;330;3;10;7;360;7;350;5;1.2155;145.8
"19980522";96.8;11.5;14.8;17.2;18.5;16.9;3;3;3;4;4;40;3;60;6;40;6;40;8;40;7;3.8567;117.6
"19980523";107;10.1;15.4;18.2;18.9;17.2;4;2;5;5;4;40;2;30;5;40;6;30;5;20;6;3.8567;96.8
"19980524";92.8;12.4;16;17;18.2;17.3;7;4;7;5;1;320;3;10;5;360;7;350;5;10;6;0;107
"19980525";80.8;9.5;13.3;17.5;18.1;17.1;8;8;6;7;7;280;1;300;3;290;2;320;3;310;3;-1.8794;92.8
"19980526";81.4;11.4;14.4;18.4;16.8;14;5;8;7;7;7;260;2;280;3;270;4;320;1;340;4;-4;80.8
"19980527";80;10.7;15;15.9;14.6;14.2;3;5;6;7;7;0;0;260;2;310;2;180;4;30;4;-1.5321;81.4
"19980528";86.8;10.1;14;18;17;13.2;4;6;6;5;7;260;1;290;1;290;1;270;4;300;3;-0.9397;80
"19980529";92.2;8.6;14.9;14.1;18.3;14.9;3;6;7;7;7;180;2;170;5;270;4;200;4;180;1;-4;86.8
"19980530";85;13.8;17.1;17;17.2;15;7;7;8;7;7;90;6;140;5;160;3;140;6;190;6;1.0261;92.2
"19980531";87.2;10.7;16.3;18;17;16.9;2;6;6;6;3;140;1;190;5;200;6;230;5;220;6;-2.0521;85
"19980601";60.4;11.1;12.5;14.8;16.6;19.8;8;8;7;7;7;130;2;80;4;120;5;130;3;160;3;4.3301;87.2
"19980602";88.6;14.7;16.5;18.7;19.6;17.2;7;6;5;3;6;240;4;230;5;240;5;250;8;220;7;-4.3301;60.4
"19980603";95.4;14.3;16.6;18.7;19.2;18.7;2;6;5;6;5;210;4;230;7;240;8;250;7;240;5;-6.9282;88.6
"19980604";101.4;11.3;17.8;21.2;22.8;21.7;5;4;6;7;7;0;0;90;2;110;2;100;3;90;3;1.8794;95.4
"19980605";79.6;15.7;17.6;20.8;21.1;22.7;8;8;8;8;2;140;1;120;3;110;2;100;2;120;2;1.8794;101.4
"19980606";99;15.9;18.2;20.8;22.8;19.2;7;6;6;5;8;250;2;300;3;240;5;240;5;240;6;-4.3301;79.6
"19980607";84.6;12.9;17.1;18.8;19.5;18.1;6;7;6;5;7;240;4;240;6;250;7;260;6;250;5;-6.5778;99
"19980608";79.8;14.2;18.2;18.8;18.3;15.7;6;6;8;8;8;250;3;240;6;220;7;220;8;210;6;-4.4995;84.6
"19980609";63;16.4;17.4;20.4;16.6;16.1;8;8;7;8;8;220;7;230;7;230;8;220;6;220;5;-6.1284;79.8
"19980610";69.2;13.4;17;18.4;17.9;16.2;1;4;5;6;6;240;3;250;7;230;8;250;7;250;6;-6.1284;63
"19980611";66.2;10.8;12.9;11.9;11.9;10.4;6;5;6;7;8;300;5;320;8;330;10;330;9;320;6;-5;69.2
"19980612";67.4;9.4;13.6;15.2;15.6;13.2;1;7;7;7;8;280;2;310;3;300;7;360;5;240;3;-6.0622;66.2
"19980613";67.4;11.5;12.9;14.9;19.1;16.8;8;8;8;7;7;180;4;190;7;200;8;270;7;290;5;-2.7362;67.4
"19980614";70.2;12.3;15.2;17.3;16.4;14.9;7;7;7;7;7;240;3;280;4;260;5;260;7;260;3;-4.924;67.4
"19980615";85.8;12.6;14;15;17;16.6;8;8;7;3;2;300;4;310;4;310;7;350;7;340;6;-5.3623;70.2
"19980616";84.6;9.4;14.8;18.3;19.1;18.2;2;3;4;5;2;260;1;290;2;270;3;320;3;10;4;-3;85.8
